Päivämäärä;Auroransilta;Eteläesplanadi;Huopalahti (asema);Kaisaniemi/Eläintarhanlahti;Kaivokatu;Kulosaaren silta et.;Kulosaaren silta po. ;Kuusisaarentie;Käpylä - Pohjoisbaana;Lauttasaaren silta eteläpuoli;Merikannontie;Munkkiniemen silta eteläpuoli;Munkkiniemi silta pohjoispuoli;Heperian puisto/Ooppera;Pitkäsilta itäpuoli;Pitkäsilta länsipuoli;Lauttasaaren silta pohjoispuoli;Ratapihantie;Viikintie;Baana
to 10 tammi 2019 17:00;59;22;79;50;87;18;45;51;62;167;66;73;22;121;69;22;;89;21;140
to 10 tammi 2019 18:00;36;18;45;32;55;10;36;40;21;110;42;52;5;79;50;15;;38;8;83
to 10 tammi 2019 19:00;15;7;15;12;48;8;18;18;19;54;25;35;2;44;35;14;;33;8;40
to 10 tammi 2019 20:00;14;5;18;9;21;2;12;8;18;41;11;14;4;40;28;10;;25;13;23
to 10 tammi 2019 21:00;6;6;5;8;21;4;10;8;7;20;14;14;3;18;18;7;;16;4;6
to 10 tammi 2019 22:00;5;3;5;8;13;1;3;3;7;9;4;8;0;14;13;4;;6;5;9
to 10 tammi 2019 23:00;1;1;1;0;8;1;1;0;1;4;1;0;1;5;3;2;;1;0;2
pe 11 tammi 2019 00:00;0;1;0;1;1;0;1;1;3;3;0;0;0;2;0;1;;2;1;0
pe 11 tammi 2019 01:00;0;0;0;0;0;0;2;1;0;1;0;0;0;1;0;1;;0;0;0
pe 11 tammi 2019 02:00;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;;0;0;1
pe 11 tammi 2019 03:00;0;0;1;0;4;0;1;0;0;0;0;0;0;2;2;0;;1;1;1
pe 11 tammi 2019 04:00;0;0;4;7;3;2;3;1;5;1;3;0;0;1;1;1;;5;0;2
pe 11 tammi 2019 05:00;0;1;6;4;7;2;5;14;6;7;8;3;1;14;7;0;;8;1;9
pe 11 tammi 2019 06:00;13;3;37;10;16;5;27;17;36;42;17;17;3;28;15;5;;61;22;37
pe 11 tammi 2019 07:00;59;9;83;36;38;8;58;37;76;116;60;68;22;67;37;6;;103;27;96
pe 11 tammi 2019 08:00;78;19;84;62;59;14;56;72;68;157;77;99;21;123;57;11;;110;33;136
pe 11 tammi 2019 09:00;40;17;31;28;57;6;26;36;18;88;45;41;13;75;42;18;;36;20;95
pe 11 tammi 2019 10:00;10;9;7;19;33;4;16;14;13;32;15;12;5;35;23;13;;25;2;26
pe 11 tammi 2019 11:00;17;6;13;18;36;9;16;10;9;23;9;15;8;26;37;18;;16;0;27
pe 11 tammi 2019 12:00;11;10;12;16;32;6;2;11;12;39;22;11;14;31;22;16;;13;8;26
pe 11 tammi 2019 13:00;19;10;11;20;32;3;11;13;15;35;20;14;9;38;23;13;;22;6;30
pe 11 tammi 2019 14:00;15;14;26;14;45;6;30;40;19;53;25;17;14;55;29;21;;27;11;53
pe 11 tammi 2019 15:00;35;13;50;49;51;9;42;36;47;85;43;55;31;67;44;17;;76;15;81
pe 11 tammi 2019 16:00;68;36;79;73;73;13;47;59;59;157;71;61;27;107;56;23;;102;18;129
pe 11 tammi 2019 17:00;41;17;59;31;72;15;25;40;55;146;54;74;16;89;55;20;;65;15;96
pe 11 tammi 2019 18:00;28;22;29;16;33;6;21;13;17;78;24;29;6;62;46;15;;23;9;67
pe 11 tammi 2019 19:00;14;10;10;9;37;2;16;12;13;53;18;16;4;30;21;10;;19;9;34
pe 11 tammi 2019 20:00;8;5;7;4;13;2;2;9;7;35;20;12;1;19;15;8;;17;7;27
pe 11 tammi 2019 21:00;5;5;3;5;7;1;4;6;11;21;10;15;3;18;16;6;;17;4;17
pe 11 tammi 2019 22:00;4;1;3;4;12;2;6;8;4;12;5;5;2;15;8;4;;7;0;9
pe 11 tammi 2019 23:00;0;1;0;0;2;1;3;0;3;5;5;1;0;4;6;3;;2;2;1
la 12 tammi 2019 00:00;1;1;1;2;3;0;2;2;1;11;1;1;0;8;2;2;;2;0;0
la 12 tammi 2019 01:00;1;0;1;1;4;1;2;2;0;4;1;1;0;3;3;2;;0;0;1
la 12 tammi 2019 02:00;0;0;0;1;4;1;0;0;1;1;0;0;0;2;0;3;;1;0;0
la 12 tammi 2019 03:00;0;2;1;1;2;0;2;0;0;1;1;0;1;2;2;3;;0;0;1
la 12 tammi 2019 04:00;1;1;9;0;3;0;1;0;2;3;1;1;0;0;0;0;;1;0;0
la 12 tammi 2019 05:00;0;0;1;1;3;0;0;0;0;6;0;0;0;0;5;0;;0;0;1
la 12 tammi 2019 06:00;1;2;6;2;8;3;7;2;5;4;2;3;4;2;8;1;;7;0;4
la 12 tammi 2019 07:00;3;0;9;1;2;0;5;1;12;7;3;5;2;13;3;3;;18;0;6
la 12 tammi 2019 08:00;5;2;2;2;6;3;12;5;5;13;6;7;6;4;8;3;;6;3;11
la 12 tammi 2019 09:00;6;2;8;2;16;1;7;7;5;30;10;8;2;9;14;9;;12;3;20
la 12 tammi 2019 10:00;8;3;11;5;11;4;9;7;5;31;4;11;9;18;20;8;;9;2;24
la 12 tammi 2019 11:00;15;6;8;7;17;0;14;7;9;45;23;11;9;19;10;12;;7;7;19
la 12 tammi 2019 12:00;22;5;15;4;23;6;14;23;16;56;19;14;16;24;23;12;;22;4;40
la 12 tammi 2019 13:00;24;7;14;8;45;5;26;15;15;55;26;15;10;39;26;12;;16;8;40
la 12 tammi 2019 14:00;21;4;7;15;37;5;15;28;7;57;30;19;8;34;36;11;;14;3;33
la 12 tammi 2019 15:00;15;11;13;11;30;9;19;15;5;62;33;15;13;33;23;18;;16;3;43
la 12 tammi 2019 16:00;10;4;4;5;20;3;11;9;10;38;12;10;5;29;21;11;;10;8;24
la 12 tammi 2019 17:00;7;4;7;4;15;1;15;11;3;44;12;1;1;19;12;13;;9;7;27
la 12 tammi 2019 18:00;7;3;6;7;22;0;8;3;4;29;12;18;2;28;21;7;;9;7;18
la 12 tammi 2019 19:00;7;7;12;1;15;1;9;3;3;25;3;5;4;10;7;7;;4;7;14
la 12 tammi 2019 20:00;5;1;3;2;8;2;13;4;5;13;6;4;2;19;12;6;;11;7;7
la 12 tammi 2019 21:00;0;2;4;1;10;1;9;4;7;13;5;7;2;9;6;3;;6;2;8
la 12 tammi 2019 22:00;2;3;1;0;5;0;2;0;1;10;4;2;3;6;4;3;;1;1;6
la 12 tammi 2019 23:00;4;3;1;5;5;0;3;0;3;7;0;1;1;5;4;7;;9;1;6
su 13 tammi 2019 00:00;0;0;4;3;6;0;5;0;5;9;1;0;0;12;4;2;;3;2;4
su 13 tammi 2019 01:00;0;0;2;1;2;0;2;1;1;5;1;1;0;0;2;2;;2;0;1
su 13 tammi 2019 02:00;1;0;0;0;5;0;1;0;0;3;0;2;0;1;2;5;;1;0;3
su 13 tammi 2019 03:00;1;0;2;1;3;0;1;0;0;0;1;1;1;2;1;1;;1;1;3
su 13 tammi 2019 04:00;0;0;0;0;1;1;0;0;0;2;0;0;0;3;2;1;;1;0;0
su 13 tammi 2019 05:00;0;1;0;2;0;0;2;0;2;1;0;0;0;0;1;1;;3;0;0
su 13 tammi 2019 06:00;1;0;7;1;1;0;4;2;2;1;1;0;2;0;1;0;;5;0;2
su 13 tammi 2019 07:00;0;0;6;1;2;0;1;1;2;7;1;4;2;2;3;0;;4;3;4
su 13 tammi 2019 08:00;4;0;3;4;6;2;6;5;6;9;4;2;1;5;5;1;;6;2;4
su 13 tammi 2019 09:00;8;2;5;5;3;4;4;4;3;8;2;3;2;15;4;4;;6;4;9
su 13 tammi 2019 10:00;16;3;9;4;11;3;8;4;5;29;3;10;2;19;7;2;;7;4;20
su 13 tammi 2019 11:00;7;2;9;7;11;5;13;12;11;25;14;11;9;18;15;8;;12;10;17
su 13 tammi 2019 12:00;18;11;10;5;27;2;19;9;9;46;10;11;3;16;16;7;;19;2;23
su 13 tammi 2019 13:00;19;1;9;8;29;3;17;14;8;44;9;5;1;29;16;5;;14;6;33
su 13 tammi 2019 14:00;11;3;10;18;27;8;18;21;8;44;25;17;4;23;22;9;;13;8;27
su 13 tammi 2019 15:00;16;11;12;11;34;1;13;6;5;59;12;12;8;39;19;17;;13;5;36
su 13 tammi 2019 16:00;16;7;8;8;25;3;20;5;4;31;29;11;4;22;19;8;;6;2;30
su 13 tammi 2019 17:00;7;6;7;4;21;7;12;10;4;30;18;7;4;27;27;14;;10;4;29
su 13 tammi 2019 18:00;7;2;6;7;15;0;19;10;7;24;13;12;1;17;8;10;;8;3;17
su 13 tammi 2019 19:00;6;1;13;4;14;3;9;5;4;17;10;13;2;14;14;7;;11;2;14
su 13 tammi 2019 20:00;4;1;7;3;6;4;7;0;6;18;7;6;6;12;11;5;;10;4;16
su 13 tammi 2019 21:00;3;0;6;4;6;2;12;3;4;8;9;7;3;11;8;3;;8;5;8
su 13 tammi 2019 22:00;0;1;3;1;3;2;5;0;1;4;4;3;2;4;6;1;;3;2;3
su 13 tammi 2019 23:00;0;0;0;0;4;1;2;1;1;1;1;2;1;3;2;3;;0;0;2
ma 14 tammi 2019 00:00;0;0;1;1;2;1;0;0;1;3;0;0;0;0;1;2;;1;1;1
ma 14 tammi 2019 01:00;0;0;1;1;1;0;0;0;1;2;1;1;0;1;0;2;;1;0;1
ma 14 tammi 2019 02:00;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;;1;1;0
ma 14 tammi 2019 03:00;0;0;0;1;0;1;0;1;0;0;0;1;0;1;0;0;;1;1;0
ma 14 tammi 2019 04:00;0;0;18;0;1;0;4;0;2;0;0;0;1;3;1;0;;3;12;1
ma 14 tammi 2019 05:00;0;0;8;2;2;2;2;1;9;22;6;5;0;7;4;2;;10;1;9
ma 14 tammi 2019 06:00;10;2;36;18;15;6;20;19;37;57;22;17;5;26;13;5;;55;19;38
ma 14 tammi 2019 07:00;53;6;89;34;42;16;48;66;67;102;74;78;17;74;53;5;;104;23;87
ma 14 tammi 2019 08:00;86;23;102;60;84;15;75;95;96;181;87;135;16;129;57;16;;126;45;169
ma 14 tammi 2019 09:00;35;22;45;53;65;11;31;52;47;113;42;61;13;104;44;23;;64;30;113
ma 14 tammi 2019 10:00;8;12;14;12;36;3;12;28;8;33;15;20;5;35;26;14;;18;8;40
ma 14 tammi 2019 11:00;9;4;12;8;28;1;9;11;9;30;16;14;7;27;18;12;;16;5;28
ma 14 tammi 2019 12:00;6;5;14;5;43;3;8;9;10;19;12;10;7;25;14;12;;15;8;27
ma 14 tammi 2019 13:00;4;11;8;6;19;1;6;14;10;34;11;11;2;27;22;10;;9;2;21
ma 14 tammi 2019 14:00;11;3;14;17;30;4;9;11;8;32;9;10;5;31;25;19;;27;2;34
ma 14 tammi 2019 15:00;28;12;42;28;54;7;20;50;42;59;47;46;16;64;33;12;;69;17;58
ma 14 tammi 2019 16:00;60;35;85;55;79;15;57;44;56;144;89;87;24;128;63;17;;89;38;111
ma 14 tammi 2019 17:00;59;21;69;43;79;20;43;53;61;150;59;80;18;99;72;15;;88;21;121
ma 14 tammi 2019 18:00;39;11;43;18;49;7;37;30;34;100;47;55;7;89;56;15;;40;7;65
ma 14 tammi 2019 19:00;21;12;15;13;32;6;16;13;30;57;23;27;8;59;26;16;;39;11;46
ma 14 tammi 2019 20:00;9;7;25;5;15;4;12;10;18;42;20;19;5;36;19;4;;32;9;38
ma 14 tammi 2019 21:00;5;2;3;4;14;0;8;11;6;20;13;10;6;14;14;6;;11;10;17
ma 14 tammi 2019 22:00;1;1;7;3;3;0;2;1;6;15;6;5;0;13;3;3;;10;1;13
ma 14 tammi 2019 23:00;1;0;1;0;3;0;6;2;2;8;2;2;1;7;2;1;;3;1;4
ti 15 tammi 2019 00:00;0;0;1;2;4;0;1;1;3;1;0;0;0;5;1;1;;2;0;1
ti 15 tammi 2019 01:00;0;0;0;0;2;0;0;0;0;4;0;0;0;0;1;2;;0;0;1
ti 15 tammi 2019 02:00;0;0;3;1;2;0;0;0;0;1;0;0;0;1;0;0;;0;0;1
ti 15 tammi 2019 03:00;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;;2;1;0
ti 15 tammi 2019 04:00;0;0;6;5;0;1;6;0;1;1;0;1;0;0;1;0;;5;0;2
ti 15 tammi 2019 05:00;1;0;12;13;3;2;4;3;6;9;7;6;1;6;2;1;;6;3;6
ti 15 tammi 2019 06:00;15;3;32;23;18;2;30;12;39;59;25;16;10;21;11;7;;54;5;39
ti 15 tammi 2019 07:00;73;12;106;63;59;13;50;52;85;140;66;88;22;77;49;12;;115;25;112
ti 15 tammi 2019 08:00;86;26;96;65;78;14;93;76;79;229;87;114;24;147;58;13;;134;29;171
ti 15 tammi 2019 09:00;48;23;37;33;66;7;31;57;26;109;46;70;8;79;48;20;;44;23;104
ti 15 tammi 2019 10:00;14;10;10;15;33;4;7;15;14;42;8;24;8;44;29;13;;20;7;32
ti 15 tammi 2019 11:00;9;3;11;11;35;3;11;17;9;39;9;13;7;13;20;6;;22;10;25
ti 15 tammi 2019 12:00;16;7;10;15;29;4;9;9;10;26;22;13;4;36;16;8;;12;9;25
ti 15 tammi 2019 13:00;6;6;8;11;26;0;10;15;14;30;16;16;5;32;18;12;;17;11;32
ti 15 tammi 2019 14:00;14;9;15;17;26;5;11;15;13;38;16;12;6;33;34;6;;26;8;41
ti 15 tammi 2019 15:00;43;14;49;28;54;4;31;48;43;81;50;38;19;78;35;24;;67;20;35
ti 15 tammi 2019 16:00;59;26;99;63;91;18;44;59;68;122;79;103;22;109;81;20;;109;26;131
ti 15 tammi 2019 17:00;51;31;76;43;69;21;48;55;52;175;60;89;15;110;73;17;;79;22;137
ti 15 tammi 2019 18:00;38;18;41;31;59;7;32;27;44;108;40;55;12;80;59;19;;41;14;85
ti 15 tammi 2019 19:00;13;22;28;14;24;2;9;18;24;73;18;26;6;46;27;14;;40;20;48
ti 15 tammi 2019 20:00;11;4;18;10;19;4;12;11;9;46;28;26;5;33;17;15;;23;4;30
ti 15 tammi 2019 21:00;7;5;5;4;18;8;11;13;11;33;10;11;0;29;26;14;;21;12;29
ti 15 tammi 2019 22:00;3;3;5;0;9;0;4;3;3;16;5;6;0;14;7;1;;4;2;9
ti 15 tammi 2019 23:00;2;3;4;3;1;0;2;3;1;3;0;1;2;4;1;1;;3;3;3
ke 16 tammi 2019 00:00;1;0;0;1;1;0;0;2;1;4;0;0;0;3;0;0;;1;0;0
ke 16 tammi 2019 01:00;0;0;1;0;0;0;0;1;1;5;0;0;0;0;0;6;;1;0;1
ke 16 tammi 2019 02:00;1;0;0;0;2;0;0;0;0;4;0;0;0;3;0;0;;0;0;0
ke 16 tammi 2019 03:00;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;1;0;0
ke 16 tammi 2019 04:00;0;2;3;1;2;1;3;5;1;0;0;0;0;0;2;0;;3;2;2
ke 16 tammi 2019 05:00;2;0;7;5;5;2;7;2;8;16;2;5;2;8;3;3;;13;3;10
ke 16 tammi 2019 06:00;10;2;41;18;18;9;38;19;37;52;21;21;9;29;23;4;;62;26;48
ke 16 tammi 2019 07:00;62;7;100;33;48;8;78;57;70;143;61;100;24;93;44;6;;111;34;116
ke 16 tammi 2019 08:00;90;24;113;67;82;17;80;78;90;180;90;131;17;142;82;16;;128;39;164
ke 16 tammi 2019 09:00;42;22;27;37;65;8;43;42;28;116;39;61;8;95;51;17;;48;15;112
ke 16 tammi 2019 10:00;12;11;18;17;32;4;22;22;10;37;21;17;3;33;23;9;;17;12;30
ke 16 tammi 2019 11:00;16;8;14;14;39;3;13;4;12;34;13;12;4;20;35;11;;24;7;31
ke 16 tammi 2019 12:00;11;8;13;13;34;3;9;15;10;27;19;17;4;40;31;12;;15;10;28
ke 16 tammi 2019 13:00;13;5;5;6;24;3;13;17;18;32;14;7;3;27;28;21;;17;9;29
ke 16 tammi 2019 14:00;7;3;21;9;55;3;14;15;10;47;14;11;7;35;35;22;;20;7;42
ke 16 tammi 2019 15:00;29;20;49;37;49;11;44;41;38;78;50;41;7;70;34;21;;68;9;79
ke 16 tammi 2019 16:00;65;23;105;63;95;17;60;82;66;218;79;96;28;115;63;21;;99;22;149
ke 16 tammi 2019 17:00;53;25;79;43;95;16;56;56;68;175;59;82;9;118;71;24;;76;28;133
ke 16 tammi 2019 18:00;32;17;46;17;58;14;40;31;37;90;42;56;9;77;55;19;;39;10;68
ke 16 tammi 2019 19:00;20;16;24;15;24;4;19;15;22;86;30;30;10;51;29;4;;21;7;45
ke 16 tammi 2019 20:00;10;7;8;9;28;3;10;10;10;83;30;27;5;33;17;9;;25;7;29
ke 16 tammi 2019 21:00;7;4;8;4;17;0;6;10;7;39;17;11;3;33;17;7;;15;2;27
ke 16 tammi 2019 22:00;0;2;6;3;12;3;3;1;3;22;8;8;2;10;4;8;;6;2;9
ke 16 tammi 2019 23:00;0;1;0;1;4;0;2;0;1;8;2;1;0;4;1;2;;0;0;4
to 17 tammi 2019 00:00;1;1;1;1;1;1;0;0;1;4;0;0;0;3;3;1;;1;0;6
to 17 tammi 2019 01:00;0;0;0;0;0;0;1;0;1;5;0;0;0;0;0;1;;0;0;1
to 17 tammi 2019 02:00;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2;1;;0;0;0
to 17 tammi 2019 03:00;0;2;0;0;1;0;2;0;0;0;0;0;0;3;7;2;;0;0;4
to 17 tammi 2019 04:00;0;0;2;0;4;0;2;0;0;1;0;0;0;0;2;0;;3;1;1
to 17 tammi 2019 05:00;1;0;4;0;1;0;0;1;7;1;0;3;1;4;2;1;;9;0;3
to 17 tammi 2019 06:00;2;0;17;7;3;1;4;4;16;26;6;6;4;13;4;5;;38;7;26
to 17 tammi 2019 07:00;22;1;40;9;20;3;23;24;31;64;33;39;3;40;24;2;;55;7;50
to 17 tammi 2019 08:00;40;15;61;24;42;7;31;34;56;97;46;49;12;81;34;8;;81;21;107
to 17 tammi 2019 09:00;15;14;22;12;36;6;18;29;17;64;22;30;5;63;29;12;;35;8;56
to 17 tammi 2019 10:00;1;4;5;9;15;3;3;6;9;25;9;15;1;18;16;12;;17;6;20
to 17 tammi 2019 11:00;9;6;6;8;16;1;7;6;10;23;9;9;2;15;15;10;;11;3;30
to 17 tammi 2019 12:00;3;3;7;5;18;0;5;6;6;24;10;7;1;16;13;12;;13;0;21
to 17 tammi 2019 13:00;8;2;10;5;26;1;6;7;4;21;10;9;1;15;15;11;;5;0;21
to 17 tammi 2019 14:00;3;3;12;9;25;3;4;12;10;24;12;5;4;17;18;19;;21;0;23
to 17 tammi 2019 15:00;14;7;14;20;36;3;10;16;22;38;20;16;12;35;24;12;;33;5;46
to 17 tammi 2019 16:00;20;17;45;23;43;5;29;30;28;74;38;41;10;60;40;15;;59;7;70
to 17 tammi 2019 17:00;15;8;48;29;46;12;21;27;31;79;37;46;8;70;52;11;;46;20;88
to 17 tammi 2019 18:00;19;14;23;12;37;6;18;13;25;48;28;27;8;58;36;11;;31;10;40
to 17 tammi 2019 19:00;8;5;10;10;19;3;6;10;9;64;13;18;5;26;10;7;;13;17;13
to 17 tammi 2019 20:00;11;4;11;7;10;2;6;7;15;28;15;10;2;27;9;5;;18;11;6
to 17 tammi 2019 21:00;5;3;4;8;16;2;7;7;10;28;10;18;2;15;11;1;;12;7;8
to 17 tammi 2019 22:00;4;0;6;2;1;1;1;2;4;4;5;4;1;9;4;4;;10;1;2
to 17 tammi 2019 23:00;0;0;1;8;2;0;2;0;1;1;0;3;0;5;2;0;;1;0;0
pe 18 tammi 2019 00:00;0;0;2;0;2;0;1;1;0;4;0;0;0;3;0;3;;0;0;0
pe 18 tammi 2019 01:00;0;0;0;0;2;0;0;1;0;1;1;0;0;1;1;5;;0;0;0
pe 18 tammi 2019 02:00;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;;0;0;0
pe 18 tammi 2019 03:00;0;0;0;0;0;0;2;2;1;0;0;0;0;0;2;0;;1;1;0
pe 18 tammi 2019 04:00;0;0;2;0;1;1;3;0;2;0;2;0;0;3;0;0;;4;0;1
pe 18 tammi 2019 05:00;0;0;4;3;3;2;5;2;9;5;1;1;1;5;2;2;;7;0;4
pe 18 tammi 2019 06:00;14;2;25;10;14;4;18;15;34;24;8;12;8;18;10;1;;51;10;22
pe 18 tammi 2019 07:00;41;3;73;25;29;5;27;38;70;88;64;78;16;62;24;4;;83;10;44
pe 18 tammi 2019 08:00;70;12;73;40;52;12;56;78;58;137;57;80;17;105;42;9;;92;17;86
pe 18 tammi 2019 09:00;33;8;21;35;48;5;21;32;17;98;39;48;8;72;26;16;;37;11;60
pe 18 tammi 2019 10:00;9;9;7;11;29;2;6;17;8;27;14;18;5;31;22;10;;13;8;31
pe 18 tammi 2019 11:00;9;6;8;10;19;2;10;8;4;33;7;9;11;10;16;18;;11;5;19
pe 18 tammi 2019 12:00;10;3;8;4;36;2;7;5;10;36;14;10;3;35;20;15;;15;3;18
pe 18 tammi 2019 13:00;12;6;6;11;24;1;12;13;12;20;8;5;3;26;17;18;;19;7;15
pe 18 tammi 2019 14:00;8;3;21;15;23;1;10;15;26;56;7;13;10;36;20;14;;32;12;33
pe 18 tammi 2019 15:00;32;9;35;39;30;9;19;39;33;85;47;49;17;49;45;17;;53;11;66
pe 18 tammi 2019 16:00;63;18;62;34;67;8;44;47;35;118;59;57;23;94;43;21;;69;13;100
pe 18 tammi 2019 17:00;34;10;53;20;48;8;26;35;31;107;38;65;10;76;28;11;;49;13;92
pe 18 tammi 2019 18:00;28;14;27;23;36;2;22;25;21;68;28;40;9;59;28;16;;31;5;61
pe 18 tammi 2019 19:00;3;7;9;10;34;3;6;12;9;43;15;17;7;30;32;6;;16;6;40
pe 18 tammi 2019 20:00;8;0;10;4;10;1;7;7;6;22;12;13;4;21;13;2;;16;5;25
pe 18 tammi 2019 21:00;5;2;6;8;7;0;3;4;5;25;8;8;2;14;2;5;;16;5;18
pe 18 tammi 2019 22:00;1;0;2;3;7;0;0;2;3;13;5;9;0;10;3;2;;8;0;6
pe 18 tammi 2019 23:00;3;0;1;4;1;1;0;3;2;7;1;0;1;5;3;2;;2;0;5
la 19 tammi 2019 00:00;1;1;2;1;2;0;1;1;1;4;0;0;3;6;3;1;;2;0;2
la 19 tammi 2019 01:00;2;1;1;1;1;0;0;1;1;4;0;1;0;4;0;0;;2;0;1
la 19 tammi 2019 02:00;0;0;1;0;3;1;2;0;0;0;0;0;0;2;1;1;;3;0;4
la 19 tammi 2019 03:00;0;0;0;0;2;0;2;1;0;1;0;0;1;1;3;0;;0;1;0
la 19 tammi 2019 04:00;0;0;0;1;2;0;0;0;1;4;0;0;1;1;4;2;;1;1;0
la 19 tammi 2019 05:00;1;0;1;1;1;0;0;0;1;0;0;0;0;0;3;1;;0;0;1
la 19 tammi 2019 06:00;0;1;3;1;3;1;5;4;1;2;4;5;1;2;3;0;;7;2;11
la 19 tammi 2019 07:00;3;0;4;1;6;0;4;1;0;6;3;2;3;8;5;1;;7;3;5
la 19 tammi 2019 08:00;5;1;2;1;5;0;2;5;7;8;5;5;3;2;4;1;;13;1;10
la 19 tammi 2019 09:00;6;2;6;9;9;2;5;9;6;39;10;10;3;11;5;2;;12;2;15
la 19 tammi 2019 10:00;16;6;3;10;6;1;4;5;0;39;5;13;6;13;12;10;;6;0;12
la 19 tammi 2019 11:00;16;6;8;3;19;2;13;6;6;53;10;6;3;15;18;8;;7;9;14
la 19 tammi 2019 12:00;16;6;9;10;26;1;10;7;9;37;11;12;2;24;20;13;;12;4;31
la 19 tammi 2019 13:00;8;4;10;5;16;1;11;8;7;35;18;11;9;23;20;18;;8;9;23
la 19 tammi 2019 14:00;21;9;13;8;26;3;13;8;12;32;18;14;14;29;27;20;;14;5;38
la 19 tammi 2019 15:00;10;7;13;9;34;2;12;14;11;27;15;13;6;24;22;13;;14;4;26
la 19 tammi 2019 16:00;8;8;7;7;21;2;11;7;3;27;9;12;3;20;16;11;;8;3;21
la 19 tammi 2019 17:00;8;3;6;6;12;1;8;6;5;21;4;8;1;20;14;8;;9;6;13
la 19 tammi 2019 18:00;1;2;6;1;10;0;6;2;3;15;12;8;5;13;8;7;;8;15;14
la 19 tammi 2019 19:00;2;3;1;8;12;0;8;1;1;6;5;6;2;9;8;7;;9;18;7
la 19 tammi 2019 20:00;3;0;2;1;10;0;2;0;3;4;3;2;0;11;5;3;;6;18;7
la 19 tammi 2019 21:00;4;0;4;3;7;0;3;3;3;6;7;2;2;3;3;3;;3;8;8
la 19 tammi 2019 22:00;3;1;3;4;5;0;2;3;2;7;1;5;3;5;2;1;;3;1;6
la 19 tammi 2019 23:00;1;2;1;1;4;0;0;1;1;3;2;1;1;6;1;2;;4;1;1
su 20 tammi 2019 00:00;0;0;0;2;2;0;3;0;2;1;0;0;0;8;1;1;;2;1;4
su 20 tammi 2019 01:00;0;0;1;6;3;0;1;1;1;1;0;0;0;5;2;4;;2;0;1
su 20 tammi 2019 02:00;0;2;0;0;1;0;0;0;0;1;2;0;0;2;2;2;;0;0;1
su 20 tammi 2019 03:00;0;0;0;1;2;0;0;0;0;0;0;0;0;0;2;2;;0;0;2
su 20 tammi 2019 04:00;0;0;0;0;4;0;1;0;0;2;0;1;2;0;2;3;;0;0;0
su 20 tammi 2019 05:00;0;0;1;1;0;0;1;0;1;1;2;0;0;1;1;2;;2;0;1
su 20 tammi 2019 06:00;1;1;1;0;2;0;2;0;2;1;1;2;0;1;0;1;;1;0;1
su 20 tammi 2019 07:00;0;0;2;2;2;0;0;2;1;6;0;2;0;0;0;2;;3;0;3
su 20 tammi 2019 08:00;0;0;1;0;4;3;6;4;6;3;3;1;1;1;4;2;;8;0;6
su 20 tammi 2019 09:00;1;1;10;2;7;0;4;2;3;6;1;1;3;10;8;1;;6;0;3
su 20 tammi 2019 10:00;5;3;9;7;12;0;2;3;6;6;2;3;1;16;9;2;;8;0;9
su 20 tammi 2019 11:00;10;3;7;5;11;2;3;3;12;11;8;7;5;12;12;7;;12;4;13
su 20 tammi 2019 12:00;16;2;6;7;18;5;8;6;9;24;8;7;9;27;18;5;;7;4;15
su 20 tammi 2019 13:00;17;1;5;8;24;1;7;12;5;13;14;11;10;18;10;4;;10;5;23
su 20 tammi 2019 14:00;13;5;11;10;16;4;5;5;4;19;24;10;6;24;19;6;;6;3;22
su 20 tammi 2019 15:00;10;4;8;11;15;3;9;8;8;28;13;10;4;26;17;12;;9;1;28
su 20 tammi 2019 16:00;4;4;4;6;22;1;11;4;3;17;10;7;7;20;30;3;;8;7;21
su 20 tammi 2019 17:00;3;4;3;5;15;0;1;7;5;21;9;9;6;20;12;7;;12;11;16
su 20 tammi 2019 18:00;4;3;8;7;10;0;4;8;4;9;12;6;1;11;11;8;;7;11;20
su 20 tammi 2019 19:00;4;1;6;2;18;1;6;7;2;15;4;4;3;18;13;3;;5;27;8
su 20 tammi 2019 20:00;4;1;5;7;10;1;3;2;1;9;6;1;3;10;8;6;;6;1;7
su 20 tammi 2019 21:00;3;1;1;3;9;1;6;3;6;10;3;2;1;7;5;5;;7;1;12
su 20 tammi 2019 22:00;2;1;4;0;3;1;1;1;1;3;2;5;0;3;2;2;;4;0;2
su 20 tammi 2019 23:00;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;;1;1;1
ma 21 tammi 2019 00:00;0;0;0;3;1;0;0;0;1;15;0;0;0;2;0;0;;1;1;2
ma 21 tammi 2019 01:00;0;0;1;0;1;0;1;0;0;0;0;0;0;0;6;1;;0;0;0
ma 21 tammi 2019 02:00;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;;0;0;0
ma 21 tammi 2019 03:00;0;0;0;3;0;0;2;0;0;0;0;0;0;3;1;0;;1;0;2
ma 21 tammi 2019 04:00;0;0;9;0;0;0;3;0;4;0;0;0;0;2;0;0;;8;5;0
